tweet,sentiment
" ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it",negative
  hope he is ok!,positive
English exam! Bleh i hate vocab,negative
 The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,positive
am hungry agaaaaaaiiiin maaaam,negative
happy mother`s day mothers.,positive
Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,negative
 Hi Selena i made this team to support you in Greece and Cyprus,positive
Doing my fieldwork databook. Slept awkwardly. Bones all sore.,negative
had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,negative
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,positive
 I hope you feel better soon,positive
 compliment taken. Thanks. Key is to be yourself,positive
I`m SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!,negative
Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,positive
My boss called me anerexic,negative
In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,positive
 I am very angry at this information Marcos!!!!!!,negative
Got to go shopping with wife down to Tesco`s. I knew my day was going to well.,positive
I know I shouldn`t be saying this but **** it..I`m **** as hell,negative
A friend is someone who will help you move. A real friend is someone who will help you move a body,positive
 OMG its working,positive
is super happy at the new interest rate.  whoop whoop.,positive
"_Believer I know! That`s ok, most did ;) Thanks",positive
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,negative
Sitting here with my baby .. Libby has a fever 101.0  shes fussy,negative
" Ooooh, boo!  We only see each other at the bar (at `s well) or miss each other! I`ll make a pt of stopping by! ;)",negative
arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,negative
"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.",positive
UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,negative
yay it`s friday... hold on I have to work tomorrow,positive
 Bye!! Great meeting you!,positive
 I`m fine thx. Had 3 days off and took advantage of them -> tired.  Waiting too see pics and read your blog.,positive
"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too",negative
Made it to Wisconsin... Now off to Golden Corral again! dang! lol we missed the graduation! tho  Dang!,negative
 thank you Jonas,positive
Good night everyone...... Time to go mimmiz......,positive
 hahah  okay then thanks for this short explanation ;),positive
" OK David, talk later  Have a great dayyyy ay ay ay ay",positive
im grounded tonight  i hate stupid silent mode,negative
I`m a new french girl in Twitter! And I speak English very bad,negative
happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,positive
  awesome! All deserved I`m sure. Miss the Crabs games,positive
 my saturday was good  i cannot wait until this monday night,positive
"_**** awww, that sucks",negative
Just updated #Tweetie and open in browser is still broken.,negative
Sick kid trumps advance planning.  Bummer,negative
" Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",positive
Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,negative
" I can`t seem to find it, can you send it to me again please  oh and tag it too lol",negative
Laying in bed texting. Good night ya`ll,positive
i miss dooooooodddddiiiieeee,negative
 I`m good! thx.  and how are u? what are u doing?,positive
 WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative
Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,positive
home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,positive
wished didnt spend money last night,negative
"_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...",negative
 Izzy!!! So sorry to hear that - what a disaster,negative
 cause my eyelids are not deep set.  thanks it would help me a lot.,positive
 I just heard that Regina girls song @ les deux! And I think u should/have 2 come back 2 mc! I miss u,negative
shawty next to me like hella good oowwwww,positive
There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,negative
" Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?",positive
 My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,positive
"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )",positive
In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,negative
 The geek in me won.  I am building my own photoblog theme...,positive
Im so tired. And its so gloomy  what happeened ro summer?,negative
 i`m not worried -it`s a great job!! Quite a nice way to spend the day,positive
is wondering y Mother Nature is making my life miserable,negative
 whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,positive
I miss  so much  I wish I had enough money to be with him again,negative
"whatever. i give up, my phones about to die anyway.  next time",negative
 wish u was in the D!,positive
" BTW, thanks for the gifts.  I`m wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",positive
 http://twitpic.com/4wsk3 - too cute,positive
Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,negative
@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,positive
"Wow, such a crazy night of ever changing emotions! I liked it tho",positive
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,positive
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive
 rat run steve irwin way to avoid long delays on bruce highway,negative
http://twitpic.com/4wsue - yeah  well thanks *blushes*,positive
" Ha, if i was , I would be pointing out the irony of that last spelling mistake. With swearing.",negative
 haha me tooooo! I miss you I havnt seen you in ages,negative
 haha have good dreams  haha best friends forever! haha. be sweet to presh bailey   zd?b;P,positive
Ahh ! I just woke up.  forgot to reset my alarm clock.,negative
Our kids are both in a Derbyshire schools string concert at the Buxton Opera House today. They`re both quite excited,positive
 sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,negative
Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,negative
rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,negative
() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,negative
"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?",negative
Watchin Hollyoaks...poor Justin!,negative
" i`m praying for you. Sorry to hear about your bro, man",negative
I wish I had a dog,positive
" I wanted to, but I sadly work today.  Normally, I don`t work Fridays, either.",negative
im still melting and im in the house in the shade  its not fair.,negative
Im a loner  haha suckss,negative
 One of the fake 'you's followed me. Haha. I so wish it would be you instead!,positive
greeting you all a happy mother`s day!,positive
Got a right bad headache,negative
Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,negative
